"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IND","CROPYIELD","RICE","TONNE_HA","A","2011",2.39283752441406,
"IND","CROPYIELD","RICE","TONNE_HA","A","2012",2.46152400970459,
"IND","CROPYIELD","RICE","TONNE_HA","A","2013",2.41629505157471,
"IND","CROPYIELD","RICE","TONNE_HA","A","2014",2.39124035835266,
"IND","CROPYIELD","RICE","TONNE_HA","A","2015",2.40017938613892,
"IND","CROPYIELD","RICE","TONNE_HA","A","2016",2.49355936050415,
"IND","CROPYIELD","RICE","TONNE_HA","A","2017",2.55452489852905,
"IND","CROPYIELD","RICE","TONNE_HA","A","2018",2.54611706733704,
"IND","CROPYIELD","RICE","TONNE_HA","A","2019",2.58685493252449,
"IND","CROPYIELD","RICE","TONNE_HA","A","2020",2.62748099450223,
"IND","CROPYIELD","RICE","TONNE_HA","A","2021",2.66812642195382,
"IND","CROPYIELD","RICE","TONNE_HA","A","2022",2.70909579831781,
"IND","CROPYIELD","RICE","TONNE_HA","A","2023",2.74865995645151,
"IND","CROPYIELD","RICE","TONNE_HA","A","2024",2.78924509977077,
"IND","CROPYIELD","RICE","TONNE_HA","A","2025",2.82989423429956,
"IND","CROPYIELD","RICE","TONNE_HA","A","2026",2.87019185494393,
"IND","CROPYIELD","RICE","TONNE_HA","A","2027",2.90999658212024,
"IND","CROPYIELD","RICE","TONNE_HA","A","2028",2.94920379992164,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1990",2.12109613418579,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1991",2.28141689300537,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1992",2.39403319358826,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1993",2.32665014266968,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1994",2.3796079158783,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.55902719497681,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.48278760910034,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.67895078659058,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.48520374298096,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.59012460708618,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.77846908569336,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.70805644989014,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.76219391822815,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.60993814468384,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.71291589736938,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.60167527198792,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.6185622215271,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.70791411399841,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.80221557617188,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.90711426734924,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.83945822715759,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.98858571052551,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.17749500274658,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.15379428863525,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.14571714401245,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.74960279464722,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.05292749404907,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.0989682674408,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.27647972106934,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.243280060635,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.28587662558143,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.33376361868386,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.38757941617044,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.44240865632916,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.49224605275803,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.53832967307478,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.58484245898096,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.63203440046155,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.67920238344014,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1990",2.92532086372375,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1991",2.79415225982666,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1992",2.95444464683533,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1993",2.9752779006958,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1994",2.86787033081055,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1995",2.87011694908142,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1996",2.87089896202087,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1997",2.79216504096985,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1998",2.64561295509338,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1999",2.68722820281982,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2000",2.78132462501526,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2001",2.77316093444824,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2002",2.82455348968506,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2003",2.86829400062561,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2004",2.86705780029297,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2005",2.89071726799011,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2006",2.9199321269989,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2007",2.97371244430542,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2008",3.09278202056885,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2009",3.13606905937195,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2010",3.14655733108521,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2011",3.12459278106689,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2012",3.22232627868652,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2013",3.23238897323608,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2014",3.2216489315033,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2015",3.35115242004395,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2016",3.28506565093994,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2017",3.23442196846008,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2018",3.25950503349304,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2019",3.38398814400001,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2020",3.43117572495582,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2021",3.47930989790872,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2022",3.52821171996627,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2023",3.57743500107955,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2024",3.6277866723036,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2025",3.6788278330036,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2026",3.73053788969574,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2027",3.78298147201852,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2028",3.83599598502448,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1990",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1991",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1992",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1993",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1994",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1995",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1996",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1997",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1998",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1999",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2000",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2001",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2002",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2003",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2004",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2005",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2006",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2007",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2008",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2009",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2010",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2011",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2012",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2013",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2014",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2015",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2016",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2017",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2018",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.03826436888415,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.05067990440939,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.06234149281302,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.0774204921287,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.09327604516353,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.10989775603387,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.12684696101622,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.14383350375937,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.16115968704711,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.1786953814292,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1990",2.49515271186829,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1991",2.55139183998108,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1992",2.49463105201721,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1993",2.44392871856689,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1994",2.5278332233429,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1995",2.56007075309753,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1996",2.81925010681152,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1997",2.62966251373291,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1998",2.8385853767395,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1999",2.76840138435364,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2000",2.38103795051575,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2001",2.49361872673035,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2002",3.04701924324036,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2003",3.07271456718445,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2004",2.68193626403809,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2005",2.81047606468201,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2006",2.67198991775513,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2007",2.79006695747375,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2008",2.5338761806488,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2009",2.5724790096283,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2010",2.85006475448608,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2011",2.30379819869995,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2012",2.67057323455811,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2013",2.79693460464478,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2014",2.80843639373779,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2015",2.85730981826782,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2016",3.16103196144104,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2017",3.22499990463257,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2018",3.24650001525879,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2019",3.31796942595534,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2020",3.36110683017234,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2021",3.40729066932527,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2022",3.45667738021689,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2023",3.50664994159266,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2024",3.55909211686859,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2025",3.61246360819707,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2026",3.66599529831697,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2027",3.72037484978096,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2028",3.77509742553825,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1990",1.27620255947113,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1991",1.34080517292023,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1992",1.46883118152618,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1993",1.49262869358063,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1994",1.60277199745178,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.70976090431213,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.58264851570129,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.59469759464264,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.93446600437164,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.83013296127319,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.58588230609894,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.70340359210968,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.99487257003784,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.06769227981567,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.15525937080383,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.30774188041687,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.36511945724487,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.48228120803833,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.16666173934937,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.98246216773987,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.96902549266815,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.42518639564514,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.44075834751129,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.52054917812347,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.72882664203644,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.88303804397583,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.81362962722778,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.04281735420227,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.18990039825439,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.21836910299353,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.24713677599321,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.27692718356492,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2022",2.30593883885972,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2023",2.33560194913735,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2024",2.3662818707932,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2025",2.39761251388419,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2026",2.42921861557717,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2027",2.46115377497069,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2028",2.49335365263199,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1992",2.57421493530273,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1993",2.39999985694885,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1994",1.8505882024765,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1995",1.29873287677765,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1996",1.70474565029144,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1997",1.99941325187683,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1998",2.14536786079407,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1999",1.87225341796875,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2000",1.98238551616669,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2001",1.91517353057861,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2002",2.02115678787231,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2003",2.18311357498169,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2004",2.41087794303894,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2005",2.23580694198608,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2006",2.19885849952698,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2007",2.24668192863464,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2008",2.25006628036499,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2009",2.35627150535584,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2010",2.64808511734009,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2011",2.47920680046082,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2012",2.51591396331787,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2013",2.56868004798889,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2014",2.63850975036621,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2015",2.85020232200623,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2016",3.16755032539368,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2017",3.12430620193481,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2018",3.17915892601013,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2019",3.24654697899869,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2020",3.28684269471322,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2021",3.33351172814611,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2022",3.38345661541542,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2023",3.43192659762827,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2024",3.48343250485959,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2025",3.5348320103094,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2026",3.58639932212122,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2027",3.63894571775714,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2028",3.69185383924401,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1992",1.31764793395996,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1993",0.908413708209991,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1994",0.717274188995361,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.59751433134079,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.68388706445694,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.844891011714935,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.603732168674469,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.28685891628265,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.904847204685211,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.16727936267853,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.09352886676788,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.01549160480499,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.831130802631378,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.885381042957306,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.08325123786926,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.2772935628891,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.930408895015717,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.15599071979523,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.675809860229492,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.64142251014709,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.728971838951111,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.06418323516846,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.09006631374359,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.18810653686523,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.21113479137421,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.24268472194672,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.31578946113586,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.29662369842278,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.31221183734239,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.3284412802746,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.34669664168185,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.3655865680354,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.38533837176418,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.40535390044357,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.42538944706312,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.44581345091856,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.46644317356007,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1990",1.78424370288849,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1991",1.81533622741699,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1992",1.92894506454468,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1993",1.95826828479767,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1994",1.97283267974854,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1995",2.0394504070282,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1996",2.10016059875488,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1997",1.98008680343628,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1998",1.86467361450195,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1999",1.90196418762207,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2000",1.97657072544098,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2001",2.00632429122925,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2002",2.08568906784058,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2003",2.16455793380737,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2004",2.15519309043884,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2005",2.23420834541321,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2006",2.08119821548462,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2007",2.26385164260864,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2008",2.30956435203552,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2009",2.4006814956665,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2010",2.343177318573,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2011",2.41542363166809,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2012",2.44666171073914,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2013",2.49665021896362,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2014",2.70135307312012,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2015",2.59066772460938,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2016",2.51965141296387,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2017",2.55847549438477,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2018",2.54984831809998,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2019",2.62774208502675,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2020",2.66133050743367,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2021",2.6967850776383,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2022",2.73529184580869,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2023",2.77380596980452,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2024",2.81490983205924,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2025",2.85676398702652,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2026",2.89874673160159,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2027",2.94135065550257,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2028",2.98422856289942,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1990",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1991",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1992",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1993",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1994",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1995",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1996",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1997",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1998",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1999",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2000",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2001",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2002",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2003",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2004",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2005",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2006",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2007",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2008",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2009",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2010",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2011",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2012",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2013",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2014",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2015",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2016",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2017",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2018",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.03501960283397,
